区域,小区名称,户型,面积(㎡),价格(元/月)
丰台,芳古苑一苑,3室1厅,87.81平米,5400
丰台,万泉寺南里,2室1厅,49.35平米,4000
丰台,宝汇苑,2室1厅,79.91平米,5800
丰台,望苑西里,2室1厅,83.42平米,5000
丰台,天伦锦城,1室0厅,38.89平米,3500
丰台,名都家苑,3室2厅,139.95平米,12000
丰台,万年花城四期,2室1厅,95.58平米,7300
丰台,和义西里二苑,1室1厅,42.11平米,3500
丰台,太平桥西里,2室1厅,43.12平米,4500
丰台,三环新城7号院,1室1厅,53.8平米,4400
丰台,芳古苑二苑,4室2厅,170平米,14000
丰台,建邦华府,2室1厅,93.17平米,8400
丰台,富卓苑,2室1厅,55.45平米,5400
丰台,枫泽苑,2室1厅,93.34平米,5800
丰台,金家村288号院,2室2厅,92.49平米,5000
丰台,中海御鑫阁,1室0厅,41.53平米,4500
丰台,太平桥西里,1室1厅,44.92平米,4400
丰台,丽泽雅苑,2室1厅,74.18平米,5800
丰台,新华街四里,1室1厅,54.3平米,4800
丰台,广安﹒康馨家苑,2室1厅,81.5平米,4500
丰台,天创公馆,3室2厅,138.34平米,13000
丰台,靛厂绣苑,1室1厅,50平米,4200
丰台,鑫宝苑,3室1厅,144.27平米,9000
丰台,长辛店西南街,2室1厅,44.72平米,2400
丰台,怡锦苑,1室1厅,71.49平米,4900
丰台,新华街二里,2室1厅,44平米,4800
丰台,南苑北里一苑,2室1厅,54.47平米,3700
丰台,角门西里,2室1厅,57.75平米,5100
丰台,前泥洼小苑,2室1厅,49.14平米,4300
丰台,莲花池西里5号院,3室2厅,108.79平米,9000
丰台,西宸原著,4室2厅,143平米,23000
丰台,和光里,1室1厅,44.78平米,4200
丰台,丽水苑,2室1厅,104.32平米,8200
丰台,国润商务大厦,1室1厅,149.05平米,17500
丰台,名都家苑,3室1厅,139.9平米,13400
丰台,前泥洼小苑,2室1厅,50.84平米,4900
丰台,城南大道,1房间1卫,51.5平米,7200
丰台,天下儒寓,1室1厅,58.88平米,4000
丰台,领秀翡翠墅,3室2厅,142.94平米,4400
丰台,和义西里四苑,2室1厅,49.84平米,4200
丰台,宜兰苑三苑,4室2厅,141.37平米,12000
丰台,兴琦家苑,3室1厅,119.43平米,8700
丰台,冠军楼,2室1厅,74.39平米,5800
丰台,南庭新苑北苑,2室1厅,48.84平米,4800
丰台,程庄南里,1室1厅,40.03平米,4000
丰台,博龙家苑,1室1厅,47.77平米,5000
丰台,石榴苑南里小苑,1室1厅,48.08平米,4400
丰台,兴琦家苑,3室2厅,119.43平米,8000
丰台,中海御鑫阁,2室1厅,91.5平米,9000
丰台,五里店,2室1厅,45.7平米,3800
丰台,万科紫苑,3室1厅,170.19平米,14400
丰台,上海建筑,2室1厅,94.44平米,8000
丰台,南珠苑,2室1厅,74.97平米,5000
丰台,贾家花苑甲1号院,2室1厅,47.03平米,4400
丰台,亚胜铂第公馆,1房间1卫,44.44平米,5400
丰台,天创公馆,3室2厅,138.34平米,13000
丰台,靛厂绣苑,1室1厅,50平米,4200
丰台,万年花城二期,2室1厅,84.43平米,7400
丰台,恋日嘉苑一期,4室3厅,315.58平米,20000
丰台,青塔西里,2室1厅,59.82平米,4400
丰台,造甲南里,2室1厅,51.4平米,4000
丰台,万润风景,1室1厅,47.07平米,4300
丰台,造甲北里,2室1厅,44.14平米,4300
丰台,南庭新苑南苑,1室1厅,40.98平米,4100
丰台,西丽温泉,1室1厅,47.78平米,4100
丰台,前泥洼小苑,2室1厅,49.14平米,4300
丰台,角门西里,2室1厅,57.75平米,5100
丰台,南苑北里一苑,2室1厅,54.47平米,3700
丰台,新华街二里,2室1厅,44平米,4800
丰台,红星北里,3室2厅,108.73平米,4400
丰台,洋桥西里,1室1厅,44.2平米,4800
丰台,嘉特美公馆,2房间1卫,48.97平米,5400
丰台,顺驰蓝调,3室2厅,127.74平米,10000
丰台,天龙华鹤,2室1厅,44.12平米,4400
丰台,迦南大厦,3室1厅,131.9平米,9000
丰台,富卓苑,2室1厅,79.97平米,7000
丰台,康乐苑,2室1厅,52.01平米,4000
丰台,北大地二里,2室1厅,51.4平米,4200
丰台,和光里,2室1厅,95.31平米,4800
丰台,广安﹒康馨家苑,2室1厅,78.42平米,4000
丰台,青秀城,3室1厅,90.44平米,8400
丰台,万恒家苑,3室1厅,119.94平米,8000
丰台,城建宿舍,2室1厅,47.4平米,5200
丰台,石榴苑南里小苑,1室1厅,44.31平米,4700
丰台,红星北里,3室2厅,108.73平米,4400
丰台,卢沟桥北里,2室1厅,43.13平米,3500
丰台,万科中粮假日风景,3房间1卫,58.52平米,7400
丰台,贾家花苑甲1号院,2室1厅,48.4平米,4400
丰台,望苑西里,3室1厅,125.93平米,11000
丰台,西亚三环,1房间1卫,34.3平米,4300
丰台,明月嘉苑,1室0厅,42.05平米,4400
丰台,卢沟桥南里,1室1厅,42.49平米,3400
丰台,晨欣苑,2室2厅,80.32平米,4000
丰台,北大地二里,1室1厅,33.3平米,3800
丰台,和光里,2室2厅,83.19平米,4400
丰台,建国街二里,2室1厅,51.04平米,4400
丰台,嘉苑一里,2室1厅,52.99平米,7000
丰台,久敬佳苑三苑,2室1厅,98.2平米,4000
丰台,春季星空,2室1厅,81.44平米,7400
丰台,7克拉,1房间1卫,23.4平米,4000
丰台,新华路1号院,2室0厅,44.2平米,3400
丰台,芳城苑一苑,2室1厅,47.24平米,4400
丰台,西幸福街,2室1厅,48平米,4400
丰台,鹏润家苑,2室1厅,101.44平米,8400
丰台,海户西里,2室1厅,53.12平米,4300
丰台,角门11号院,1室1厅,44.54平米,4800
丰台,三环新城8号院,1室1厅,55.28平米,4400
丰台,鹏润家苑,3室2厅,204.04平米,18000
丰台,大成郡,2室1厅,119.31平米,8400
丰台,六里桥小苑,1室0厅,31.3平米,4200
丰台,芳星苑一苑,2室1厅,54.77平米,8000
丰台,育芳苑甲一号院,2室1厅,55.48平米,4400
丰台,明日嘉苑,3室2厅,121.41平米,9800
丰台,福海小苑,2室1厅,85.29平米,7000
丰台,红星楼,2室1厅,44.4平米,3800
丰台,顺驰蓝调,1室1厅,47.14平米,5000
丰台,中景理想家,2室1厅,89.8平米,7000
丰台,首座绿洲,3室1厅,85.33平米,8200
丰台,珠江峰景,4室3厅,237.72平米,22000
丰台,润景家苑,1室1厅,54.85平米,5200
丰台,世华水岸F苑,2室1厅,92.91平米,7400
丰台,卢沟桥北里,2室1厅,45.19平米,4300
丰台,和义西里四苑,2室1厅,49平米,4000
丰台,金家村288号院,2室1厅,44.89平米,4400
丰台,四方景苑二苑,1室1厅,43.11平米,4300
丰台,晓月苑一里,1室1厅,47.8平米,3400
丰台,明日嘉苑,1室0厅,39.94平米,4900
丰台,鹏润家苑,2室1厅,101.44平米,8200
丰台,赵公口小苑,2室1厅,70.73平米,5200
丰台,玺萌公馆,4室1厅,195.18平米,20000
丰台,和义西里四苑,2室2厅,93.27平米,4000
丰台,春苑,1室1厅,48.47平米,4700
丰台,松林庄,2室1厅,52.25平米,4300
丰台,南苑北里三苑,2室1厅,79.39平米,4400
丰台,久敬佳苑二苑,2室2厅,97.38平米,4000
丰台,世嘉丽晶,2室1厅,129.15平米,4000
丰台,久敬佳苑二苑,2室2厅,97.38平米,4000
丰台,晨光小苑,2室1厅,44.48平米,4400
丰台,紫芳苑一苑,1室1厅,42.41平米,4500
丰台,怡锦苑,2室2厅,107.32平米,8000
丰台,恋日花都,3室1厅,144.1平米,10400
丰台,大红门34号院,1室1厅,41.58平米,4300
丰台,万科紫苑,3室1厅,170.19平米,14400
丰台,卢沟桥南里,1室1厅,42.49平米,3400
丰台,晨欣苑,2室2厅,80.32平米,4000
丰台,卢沟桥北里,2室1厅,43.13平米,3500
丰台,芳星苑三苑,1室1厅,48.8平米,4000
丰台,北大地二里,1室1厅,33.3平米,3800
丰台,和光里,2室2厅,83.19平米,4400
丰台,嘉苑一里,2室1厅,52.99平米,7000
丰台,建国街二里,2室1厅,51.04平米,4400
丰台,万源南里,2室1厅,52.5平米,3800
丰台,建邦枫景,2室1厅,108.84平米,5800
丰台,枫南世嘉,3室1厅,118.47平米,5800
丰台,望苑西里,2室1厅,83.42平米,5000
丰台,亚胜铂第公馆,1房间1卫,40.47平米,5200
丰台,宝利百合,3室1厅,84.95平米,13000
丰台,日月天地,3室2厅,213.12平米,15000
丰台,芳群苑一苑,1室1厅,41.28平米,4300
丰台,和义西里一苑,2室1厅,55.73平米,3500
丰台,熙公馆,1房间1卫,43.24平米,4300
丰台,广安﹒康馨家苑,3室1厅,93.84平米,5200
丰台,中海苏黎世家,3室1厅,131.54平米,14000
丰台,福顺里,2室1厅,81.73平米,4500
丰台,珠江峰景,3室1厅,125.99平米,8000
丰台,华源二里,2室1厅,94.17平米,7400
丰台,嘉苑二里,2室1厅,45.15平米,4700
丰台,望苑西里,1室1厅,71.39平米,4400
丰台,丰泽居一号院,3室1厅,82.71平米,7000
丰台,张仪村4号院,1室1厅,42.79平米,3200
丰台,芳城苑一苑,2室2厅,91.11平米,8000
丰台,彩虹城四苑,2室1厅,54.57平米,4400
丰台,六里桥小苑,1室0厅,31.3平米,4200
丰台,芳星苑一苑,2室1厅,54.77平米,8000
丰台,晶城秀府,3室2厅,138.77平米,12400
丰台,红星楼,2室1厅,44.4平米,3800
丰台,育芳苑甲一号院,2室1厅,55.48平米,4400
丰台,福海小苑,2室1厅,85.29平米,7000
丰台,顺驰蓝调,1室1厅,47.14平米,5000
丰台,中景理想家,2室1厅,89.8平米,7000
丰台,首座绿洲,3室1厅,85.33平米,8200
丰台,三角地,2室1厅,44.8平米,3900
丰台,第七街苑,1室1厅,58.35平米,4400
丰台,鹏润家苑,2室1厅,101.44平米,8200
丰台,新华街四里,1室1厅,54.3平米,4800
丰台,张仪村4号院,1室1厅,42.79平米,3200
丰台,草桥矿冶小苑,2室2厅,103.88平米,7400
丰台,万润风景,2室2厅,89.8平米,4700
丰台,和光里,2室1厅,93.95平米,5000
丰台,鸿业兴苑二苑,1室1厅,48.5平米,4800
丰台,嘉苑二里,2室1厅,45.15平米,4700
丰台,望苑西里,1室1厅,71.39平米,4400
丰台,万年花城四期,1室1厅,42.15平米,4000
丰台,紫辰院,4室1厅,141.34平米,18000
丰台,丰泽居一号院,3室1厅,82.71平米,7000
丰台,万年花城三期,1室1厅,55.75平米,5200
丰台,西亚三环,1房间1卫,34.83平米,4400
丰台,沸城,3室1厅,121.09平米,5200
丰台,福顺里,2室1厅,55.7平米,4300
丰台,芳城苑一苑,2室2厅,91.11平米,8000
丰台,天怡晴苑,2室1厅,92平米,7300
丰台,广安﹒康馨家苑,2室1厅,72.93平米,4000
丰台,南珠苑,2室1厅,74.97平米,5000
丰台,玉皇庄小苑,2室1厅,49.44平米,2800
丰台,紫芳苑三苑,3室2厅,119.1平米,12400
丰台,太平桥西里,2室1厅,47.54平米,4400
丰台,崔村一里,2室1厅,44.58平米,3100
丰台,玺萌丽苑,1室0厅,28.33平米,3500
丰台,中堂,2室1厅,111.81平米,9900
丰台,正阳小苑,2室1厅,54.41平米,4400
丰台,苗圃西里,2室1厅,54.88平米,4800
丰台,诚苑南里,2室1厅,75.24平米,4300
丰台,万年花城三期,3室2厅,130.83平米,11000
丰台,和义西里三苑,2室1厅,48.97平米,3400
丰台,芳群苑一苑,2室1厅,45.22平米,5700
丰台,万年花城二期,2室1厅,84.43平米,7400
丰台,天创公馆,3室2厅,138.34平米,13000
丰台,晓月苑二里,3室1厅,87.98平米,4700
丰台,宋庄路,2室1厅,43.01平米,4200
丰台,鼎立水岸家苑,2室1厅,100.52平米,8400
丰台,恋日嘉苑二期,2室2厅,94.22平米,8000
丰台,西罗苑南里,2室1厅,48.71平米,2400
丰台,五里店,3室1厅,74.84平米,4400
丰台,和义西里四苑,4室2厅,200.5平米,9900
丰台,城建宿舍,2室1厅,47.4平米,5200
丰台,红星北里,3室2厅,108.73平米,4400
丰台,天龙华鹤,2室1厅,44.12平米,4400
丰台,迦南大厦,3室1厅,131.9平米,9000
丰台,富卓苑,2室1厅,79.97平米,7000
丰台,石榴苑南里小苑,1室1厅,44.31平米,4700
丰台,庄维多摩市二期,3室2厅,123.79平米,9000
丰台,富锦嘉苑二苑,2室2厅,91.41平米,5400
丰台,城市林曦,3室1厅,141.92平米,14000
丰台,红星北里,2室1厅,104.19平米,4800
丰台,晶城秀府,3室1厅,119.47平米,12400
丰台,蒲黄榆五巷,2室1厅,53.97平米,5000
丰台,西高地,2室1厅,52.44平米,3900
丰台,润枫锦尚,2室1厅,88.59平米,4700
丰台,四合欣苑,2室1厅,90.89平米,4700
丰台,亿城天筑,1房间1卫,34.34平米,3200
丰台,紫芳苑三苑,3室1厅,118.84平米,13000
丰台,中海九号公馆,3室2厅,171.24平米,23000
丰台,万年花城四期,2室1厅,95.23平米,7400
丰台,西马金润二苑,2室1厅,70.03平米,4000
丰台,明日嘉苑,1室0厅,39.94平米,4000
丰台,三星庄苑,1室1厅,32.48平米,4000
丰台,南木樨苑,3室1厅,103.33平米,7500
丰台,芳城苑一苑,2室1厅,52.49平米,4400
丰台,青秀城,3室2厅,121.91平米,9000
丰台,世纪金色嘉苑,2室1厅,94.41平米,9000
丰台,第七街苑,2室2厅,138.29平米,9000
丰台,卢沟桥南里,2室1厅,49.7平米,3500
丰台,造甲北里,2室1厅,54.39平米,4500
丰台,万科中粮假日风景,3室2厅,134.14平米,10400
丰台,卢沟桥北里,2室1厅,47平米,4000
丰台,领秀翡翠墅,4室1厅,189.57平米,4400
丰台,宝利百合,3室2厅,139.34平米,11400
丰台,西安街头条,3室1厅,54.74平米,4400
丰台,翠源居,2室1厅,77.31平米,5400
丰台,怡锦苑,2室2厅,107.32平米,8000
丰台,三星庄苑,1室1厅,49.41平米,4000
丰台,沸城,2室1厅,84.95平米,4700
丰台,7克拉,3房间1卫,31.07平米,5400
丰台,久敬佳苑三苑,2室2厅,98.2平米,4400
丰台,马家堡甲115号院,1室1厅,47.04平米,4400
丰台,角门11号院,2室1厅,54.17平米,5400
丰台,宝隆温泉公寓,1室1厅,42.51平米,4300
丰台,贾家花苑甲1号院,2室1厅,47.03平米,4400
丰台,晓月苑五里,3室1厅,117.9平米,5000
丰台,亚胜铂第公馆,1房间1卫,44.44平米,5400
丰台,新华街五里,3室1厅,83.9平米,5200
丰台,金泰城丽湾,1室1厅,50.34平米,4800
丰台,珠江骏景中苑,1室1厅,53.79平米,4400
丰台,卢沟桥南里甲八号院,2室1厅,72.51平米,4000
丰台,万科紫苑,4房间2卫,49.44平米,7000
丰台,卢沟桥南里,1室1厅,44.92平米,3200
丰台,怡海花苑恒丰苑,1室1厅,51.18平米,4800
丰台,青塔西里,2室1厅,59.82平米,4400
丰台,造甲北里,2室1厅,44.14平米,4300
丰台,南庭新苑南苑,1室1厅,40.98平米,4100
丰台,恋日嘉苑一期,4室3厅,315.58平米,20000
丰台,刘家窑西里,1室1厅,42.19平米,4100
丰台,造甲南里,2室1厅,51.4平米,4000
丰台,万润风景,1室1厅,47.07平米,4300
丰台,新华街一里,1室1厅,42.3平米,4000
丰台,看丹路4号院,3室1厅,44.85平米,4200
丰台,映天朗,4室1厅,151.39平米,14000
丰台,御景春天,1室1厅,48.42平米,4700
丰台,旭日嘉苑,1室1厅,44.74平米,4500
丰台,西丽温泉,1室1厅,47.78平米,4100
丰台,明月嘉苑,1室0厅,43.38平米,4000
丰台,西丽温泉,3室1厅,135.41平米,9400
丰台,丰台西路7号院,2室1厅,50.24平米,4200
丰台,嘉特美公馆,1房间1卫,48.42平米,7000
丰台,芳城苑一苑,2室1厅,53.35平米,5200
丰台,建邦枫景,2室1厅,88.74平米,5000
丰台,嘉特美公馆,2房间1卫,48.97平米,5400
丰台,洋桥西里,1室1厅,44.2平米,4800
丰台,顺驰蓝调,3室2厅,127.74平米,10000
丰台,建国街二里,2室1厅,51.04平米,4400
丰台,和义西里三苑,1室1厅,50.49平米,3700
丰台,至善街4号,1室1厅,39.21平米,3400
丰台,嘉苑一里,2室1厅,52.99平米,7000
丰台,万科中粮假日风景,2室1厅,91.94平米,8000
丰台,红星北里,3室2厅,117.3平米,4200
丰台,大成郡,2室1厅,119.31平米,8400
丰台,卢沟桥南里,3室1厅,92.8平米,4300
丰台,莲花池西路23号,2室1厅,75.48平米,5800
丰台,郑王坟141号院,2室1厅,42.4平米,4200
丰台,珠江峰景,4室3厅,237.72平米,22000
丰台,太平桥小苑,2室1厅,53.49平米,5300
丰台,中海御鑫阁,2室1厅,90.98平米,9400
丰台,糖人街,1室0厅,40.4平米,4800
丰台,嘉苑二里,2室1厅,47.44平米,4400
丰台,望苑西里,1室1厅,71.39平米,4400
丰台,和义西里二苑,2室1厅,58.01平米,4800
丰台,星河城西苑,3室2厅,148.31平米,12000
丰台,怡海花苑富泽苑,4室2厅,200.39平米,15000
丰台,中海九号公馆,4室2厅,409.84平米,90000
丰台,万柳西苑,2室2厅,91.25平米,5400
丰台,嘉业大厦,1室1厅,112.42平米,12400
丰台,鼎恒中心,2室1厅,99.84平米,7800
丰台,富卓苑,2室1厅,75.42平米,5000
丰台,至善街4号,2室2厅,57.95平米,3800
丰台,司达小苑,2室1厅,54.5平米,4400
丰台,晓月苑三里,1室1厅,42.31平米,3400
丰台,时代芳群,4室2厅,251.43平米,94000
丰台,张郭庄小苑,1室1厅,39.4平米,2400
丰台,角门西里,2室1厅,54.81平米,4000
丰台,大成郡,2室1厅,101.18平米,9000
丰台,久敬佳苑二苑,3室1厅,102.99平米,4200
丰台,万科紫苑,3房间1卫,52.22平米,7000
丰台,万年花城五期,3室1厅,52.49平米,9400
丰台,太平桥西里,2室1厅,54.2平米,5300
丰台,西马金润一苑,3室1厅,114.38平米,8400
丰台,草桥欣苑三苑,3室1厅,93.01平米,8000
丰台,六营门小苑,2室1厅,51.5平米,4000
丰台,草桥矿冶小苑,4室2厅,150平米,15000
丰台,南珠苑,1室1厅,58.87平米,4800
丰台,青秀城,3室2厅,135.95平米,12000
丰台,润枫锦尚,2室1厅,93.74平米,4000
丰台,广安﹒康馨家苑,2室1厅,74.34平米,4000
丰台,新华街六里,2室1厅,53.9平米,4500
丰台,远洋自然,2室2厅,113.11平米,7800
丰台,芳星苑二苑,2室1厅,54.3平米,5800
丰台,草桥欣苑20号院,2室1厅,78.4平米,7000
丰台,未来明珠,2室1厅,108.92平米,9000
丰台,西山坡三里,2室2厅,89.92平米,3700
丰台,建国街一里,2室1厅,43.2平米,4400
丰台,晓月苑三里,3室1厅,97.13平米,4400
丰台,紫芳苑一苑,3室1厅,93.84平米,8300
丰台,益丰苑,2室1厅,94.77平米,7800
丰台,万泉寺南里,2室1厅,49.35平米,4000
丰台,枫南世嘉,3室1厅,118.47平米,5800
丰台,望苑西里,2室1厅,83.42平米,5000
丰台,恋日嘉苑二期,1室1厅,54.82平米,5300
丰台,太平桥西里,1室1厅,44.92平米,4400
丰台,中海御鑫阁,1室0厅,41.53平米,4500
丰台,丽泽雅苑,2室1厅,74.18平米,5800
丰台,金家村288号院,2室2厅,92.49平米,5000
丰台,新华街四里,1室1厅,54.3平米,4800
丰台,兆丰苑,1室1厅,47.83平米,4700
丰台,建邦枫景,2室2厅,89.14平米,5000
丰台,和义西里三苑,2室1厅,48.97平米,3400
丰台,南曦大厦,2室1厅,142.23平米,8000
丰台,广安﹒康馨家苑,2室1厅,81.5平米,4500
丰台,新村三里,2室1厅,54.49平米,5200
丰台,刘家窑南里,2室1厅,42.8平米,4700
丰台,诚苑南里,2室1厅,74.34平米,4500
丰台,建欣苑三里,2室1厅,54.99平米,4500
丰台,万年花城三期,3室2厅,130.83平米,11000
丰台,芳群苑一苑,2室1厅,45.22平米,5700
丰台,棉花城,4室1厅,175.77平米,24000
丰台,马家堡西里,2室1厅,51.8平米,4700
丰台,首科花苑,2室1厅,94.24平米,7900
丰台,恋日花都,3室2厅,151.11平米,13000
丰台,西丽温泉,3室1厅,135.41平米,9400
丰台,嘉特美公馆,1房间1卫,48.42平米,7000
丰台,丰台西路7号院,2室1厅,50.24平米,4200
丰台,芳城苑一苑,2室1厅,53.35平米,5200
丰台,石榴苑南里小苑,1室1厅,48.08平米,4400
